P_el_Halle;P_el_Schule;P_el_KiGa;W_Halle;W_Schule;W_KiGa;G_Halle;G_Schule;Gas_KiGa
14,1;3,3;0,64;21,6;16;8;28,8;17,1;10,7
14,2;3,2;0,68;21,6;16;7;28,7;17,1;9,7
14,2;3,4;0,67;22,4;17;7;29,7;18,3;9,7
8,5;3,4;0,67;65,8;18;8;74,4;19,9;10,7
1,3;3,7;0,73;33,8;22;8;41,5;23,4;10,7
1,4;5,2;0,82;21,4;18;8;28,6;19,6;10,7
1,5;5,2;0,71;21,4;19;8;28,6;20,0;10,7
1,4;5,1;0,71;22,4;19;9;29,6;20,7;11,8
1,5;5;0,61;21,4;21;10;28,6;22,0;12,8
1,4;5;0,75;21,4;23;9;28,6;25,2;11,8
0,9;3,5;0,75;32,8;16;10;40,4;17,2;12,8
0,9;3,4;0,75;21,4;16;9;28,6;17,3;11,8
0,9;3,4;0,75;21,7;17;9;28,9;18,2;11,8
0,9;3,4;0,75;21,6;19;10;28,8;20,0;12,8
0,9;3,4;0,78;21,6;21;11;28,8;23,1;13,9
1;3,3;0,67;22,5;16;11;29,2;21,0;13,9
1,1;3,5;0,67;22,3;16;11;28,7;23,5;13,9
1,1;4,2;0,7;21,3;18;10;28,5;25,2;12,8
1,1;5,5;0,74;22,3;19;10;29,6;25,6;12,8
1,1;4,9;0,67;90,7;20;11;100,1;22,5;13,9
1;3,5;0,67;67,9;21;10;76,6;23,1;12,8
1;3,3;0,85;78,3;16;11;87,3;17,1;13,9
1;3,3;1,32;45,1;16;10;53,1;17,4;12,8
0,9;3,4;0,95;45,2;19;10;53,2;20,1;12,9
0,9;3,4;0,68;45,2;18;10;53,2;19,1;12,8
0,9;3,4;0,67;44,3;21;9;52,1;23,0;11,7
1;3,3;0,67;45,3;16;9;53,3;16,9;11,7
0,9;3,4;0,67;33,9;16;10;41,5;17,4;10,6
1;3,9;0,73;44,4;18;11,58;52,3;19,1;12,3
1;5;0,67;45,3;21;8,42;53,2;22,1;9,0
1,1;5,1;0,67;45,3;24;10;53,3;25,4;10,6
1,1;5;0,78;45,2;18;11;53,2;19,3;11,7
1,1;5,1;0,67;44,4;19;11;52,3;19,9;11,7
1;5,1;0,68;21,6;19;10;28,8;20,5;10,6
0,8;3,4;1,04;21,7;18;11;28,9;20,3;11,7
0,8;3,5;0,68;21,7;21;11;28,9;25,0;11,7
0,9;3,5;0,67;21,7;16;11;28,9;19,3;11,7
0,8;3,4;0,67;20,8;18;11;28,0;21,1;11,7
1;3,4;0,67;23,8;18;11;31,1;22,0;11,7
1,2;3,4;0,77;55,7;21;17;63,9;25,1;18,1
13,8;3,4;0,71;79,4;16;21;88,5;19,8;22,3
13,7;4,4;0,71;56,6;21;22;64,9;27,1;23,4
5,2;12,8;1,4;124,9;27;22;135,4;34,1;23,4
15,3;31,7;4,95;44,2;54;23;52,1;62,6;24,5
10,8;29,4;7,87;56,7;47;22;65,0;54,9;23,4
13,1;29,8;7,87;68,1;51;23;76,8;58,9;24,5
8,8;25,6;8,78;56,7;47;24;65,0;49,9;25,5
1;29,7;8,63;55,8;47;23;64,0;49,5;24,5
1;22,2;7,02;56,8;42;22;65,2;43,8;23,4
8;18,4;6,03;68,3;39;22;76,9;41,1;23,4
13,3;19,5;4,95;44,5;35;20;52,5;36,8;21,3
14,3;11,3;3,95;56,9;29;20;65,2;30,4;21,3
14,7;7,6;4,56;33;26;19;40,6;27,7;20,2
14,5;9,2;4,22;67,4;23;18;75,9;24,3;19,1
15,1;9,7;2,55;33,2;27;6;40,7;28,4;6,4
15,2;8,9;0,77;33,2;27;10;40,7;29,2;10,6
14,8;6,9;0,78;55,8;20;11;64,0;20,9;11,7
9,1;6;0,89;55,9;21;11;64,2;22,4;11,7
1,8;3,3;0,63;67,3;18;12;75,8;19,6;12,8
0,9;3,3;0,66;19,6;21;12;26,6;22,3;12,8
0,9;3,3;0,7;9,8;16;13;12,0;16,8;13,8
0,9;3,2;0,7;23,9;16;12;29,4;17,1;12,8
1,1;3,3;0,63;17,8;17;15;24,0;17,9;16,0
1,1;3,4;0,68;22,3;18;13;29,7;24,6;13,8
14,3;3,5;0,67;45,2;21;19;53,2;24,9;20,2
11,6;4,5;0,68;44,2;11;22;52,1;17,3;23,4
3,8;10,6;1,62;113,7;29;21;123,8;37,2;22,3
11,2;30,2;4,12;45,3;47;21;53,2;55,1;22,3
7,7;27,8;6,66;55,7;45;23;63,9;52,7;24,5
13,9;27;5,97;56,7;45;23;65,0;52,5;24,5
14,3;22,7;14,69;45,3;41;21;53,3;43,3;22,3
14,2;23,7;9,35;45,3;45;22;53,2;47,3;23,4
13,1;18,4;8,36;32,9;33;22;40,5;34,9;23,4
12,6;17,1;6,81;33,9;32;20;41,5;33,7;21,3
14,3;19;5,83;34;35;21;41,7;36,9;22,3
9,4;10,3;5,83;33,9;26;20;41,5;27,9;21,3
14,5;10,3;4,91;21,6;29;22;28,8;30,9;23,4
10,6;10,4;4,3;34;24;20;41,6;25,2;21,3
1,2;9,5;4,67;45,3;23;13;53,3;24,3;13,8
1,1;8,8;6,86;55,6;23;21;63,7;24,5;22,3
1,2;9,3;1,17;45,3;25;20;53,3;26,6;21,3
2;7,5;1,03;21,4;26;11;28,6;27,6;11,7
1,9;3,3;1,03;67,1;16;13;75,6;17,0;13,8
0,9;3,2;0,59;21,6;16;14;28,8;17,3;14,9
0,9;3,2;0,65;20,7;17;16;27,7;18,2;17,0
1;3,1;0,66;22,1;16;14;28,5;16,8;14,9
2,4;3,2;0,7;9,5;19;14;14,2;20,2;14,9
4,1;3,3;0,69;71,2;5;17;80,0;9,9;18,1
8,9;3,3;0,67;71,9;5;16;80,7;6,9;17,0
11,7;4,4;0,72;38,2;18;21;46,0;25,5;22,3
4,1;11,5;1,03;113,3;31;22;123,4;38,6;23,4
9,8;25,2;4,48;43,5;42;22;51,3;49,5;23,4
10,4;23,7;6,33;44;40;24;51,9;45,3;25,5
11,1;30,8;8,89;32;47;23;38,8;48,9;24,5
10,6;26,4;10,71;13,3;44;23;19,6;45,9;24,5
13,4;24,3;7,77;13,5;41;23;19,7;43,1;24,5
9,1;17,4;9,29;13,4;32;22;19,7;33,7;23,4
9,3;16,6;6,58;13,4;32;24;19,6;34,2;25,5
13,8;16,4;7,05;13,4;31;22;19,7;32,7;23,4
1,1;11,6;4,06;13,4;28;24;19,6;29,6;25,5
5,8;9;5,02;21,4;22;22;28,4;23,6;23,4
14,5;8,9;5,49;29,6;22;23;37,3;23,4;24,5
14,6;8,2;1,65;28,1;21;18;35,7;22,4;19,1
14,8;9;0,75;29,4;28;16;37,0;29,3;17,0
14,8;8;0,76;29,3;21;14;37,0;22,5;14,9
12,6;6,7;0,72;29,3;21;16;37,0;22,4;17,0
1,9;3,2;0,96;29,4;15;15;37,0;16,6;16,0
0,9;3;0,83;29,3;17;15;37,0;18,3;16,0
0,9;3,2;0,67;31,4;16;16;38,9;22,7;17,0
0,8;3,1;0,92;23,5;18;15;25,8;25,4;16,0
1;3,3;0,71;28,1;22;16;34,5;29,0;17,0
8,1;3,2;0,56;25,9;16;18;33,3;22,7;19,1
15,1;3,2;0,65;29,9;16;18;37,7;23,2;19,1
11,7;4,2;0,74;25,8;18;22;33,2;25,3;23,4
3,9;12,2;0,75;14;29;23;20,3;36,1;24,5
1,2;33,3;7,32;13,4;57;22;19,7;65,3;23,4
1,2;29,5;6,2;13,4;47;24;19,7;54,7;25,5
13,3;29,2;9,13;13,4;47;23;19,7;54,7;24,5
13,7;25,3;14,61;13,4;43;25;19,7;50,7;26,6
14,6;31,8;9,41;13,3;52;24;19,6;55,8;25,5
10,7;23,4;9,04;13,3;45;24;19,6;47,1;25,5
12,7;16,9;9,8;15,2;31;24;21,6;33,1;25,5
14,1;18,3;4,51;20,8;34;21;27,3;35,5;22,3
6,1;10,5;4,71;32,2;28;25;39,1;29,6;26,6
14,1;8,9;5,75;20,8;28;23;27,2;29,4;24,5
14,3;7,8;4,95;77,8;21;22;86,2;21,9;23,4
14,4;9,6;2,62;32,2;23;17;39,1;24,7;18,1
14,2;8,6;0,67;20,9;23;13;27,4;24,2;13,8
14,7;8,6;0,67;9,4;24;14;15,6;25,8;14,9
2,7;7,4;0,66;43,7;26;14;50,9;27,4;14,9
1,7;3,2;0,67;54,9;16;13;62,4;16,8;13,8
1;3,1;0,68;9,4;17;14;15,7;18,4;14,9
0,9;3,3;0,67;1,1;18;15;4,4;19,7;16,0
0,9;3;0,63;4,8;21;15;9,9;22,5;16,0
0,9;3,3;0,63;14;16;15;17,3;17,6;16,0
1,7;3,2;0,63;9,7;17;15;15,8;23,5;16,0
15,4;3,3;0,81;43,5;18;20;50,7;25,5;21,3
11,6;4,5;0,67;20,9;17;21;27,4;24,2;22,4
6,9;11,7;0,89;100,5;20;22;109,4;27,0;23,4
14;29,9;4,77;43,7;48;23;50,9;56,2;24,5
14,4;26,3;6,37;43,6;45;22;50,8;53,2;23,4
14,4;27,7;8,64;43,8;50;23;51,0;58,0;24,5
14,5;24,3;14,33;21;40;22;27,5;48,0;23,4
14,5;29,8;10,29;32,4;47;22;39,3;55,3;23,4
8,2;22,4;7,66;9,7;39;22;15,8;46,8;23,4
11;15,3;6,2;9,8;32;22;16,0;39,8;23,4
12,5;15,1;3,28;9,7;35;22;15,8;42,4;23,4
6,6;9,6;3,45;68;23;21;75,9;29,4;22,3
7,8;6,3;5,57;21,2;20;22;27,7;21,4;23,4
1,1;8,5;5,59;32,5;23;21;39,3;24,0;22,3
12,3;9,5;2,44;24,5;25;11;31,1;26,8;11,7
14,5;8,7;1,53;43,8;27;13;51,0;29,0;13,8
10,4;6,8;0,99;9,7;19;15;15,8;20,7;16,0
2;5,6;0,67;9,8;19;12;15,8;20,6;12,8
1,7;3,3;0,68;24,3;17;15;31,0;18,1;16,0
0,8;3,2;0,67;24,5;18;14;31,1;19,5;14,9
0,9;3,4;0,69;9,8;21;14;15,8;27,7;14,9
0,8;3,2;0,67;24,5;16;13;31,2;23,3;13,8
0,8;3,4;0,67;15,1;17;12;19,2;18,5;12,8
1,1;3,3;0,9;13,8;18;13;17,6;19,6;13,8
0,9;3,3;0,84;24,6;21;13;31,1;24,7;13,8
1,1;4;0,69;24,7;17;14;31,3;22,6;14,9
1,1;5,5;0,69;24,7;20;14;31,4;21,3;14,9
1;5,9;0,74;20,9;22;13,62;27,3;23,3;14,5
0,9;4;0,68;20,9;22;14,38;27,4;23,7;15,3
0,9;3,5;0,92;9,6;16;12;15,7;17,3;12,8
0,9;3,5;1,74;9,6;18;13;15,7;19,1;13,8
0,8;3,5;1,73;9,7;19;11;15,8;20,0;11,7
0,9;3,5;1,74;24,5;21;10;31,0;23,0;10,6
0,8;3,6;1,81;24,3;16;10;31,0;17,3;10,6
0,9;3,4;1,73;24,5;18;10;31,0;18,9;10,6
0,8;3,5;2,15;24,3;19;9;31,0;20,0;9,6
0,9;3,9;0,81;24,5;22;9;31,0;23,6;9,6
1;5,1;0,75;24,2;19;10;30,7;20,1;10,6
1,1;5,3;0,74;20,5;22;13;27,1;23,9;13,8
1;5;0,72;9,7;24;12;15,7;25,4;12,8
1,1;5;0,72;9,6;18;13;15,7;21,2;13,8
1;5;0,76;24,1;20;14;30,6;27,0;14,9
0,6;3,3;0,77;16,6;24;13;20,9;31,6;13,8
0,5;3,3;0,77;0;13;15;0,0;19,9;16,0
0,5;3,3;0,7;0;16;14;0,0;22,8;14,9
0,5;3,3;0,76;0;17;12;0,0;24,0;12,8
0,5;3,3;0,75;0;19;14;0,0;25,7;14,9
0,7;3,1;1,08;0;21;15;0,0;28,7;16,0
0,7;3,3;0,73;0;16;14;0,0;22,8;14,9
0,7;4,1;0,74;0;17;14;0,0;24,5;14,9
0,7;5,2;0,74;0;18;13;0,0;25,4;13,8
0,6;4,7;0,75;0;19;14;0,0;26,1;14,9
0,5;3;0,72;0;18;13;0,0;20,5;13,8
0,5;4;0,74;0;22;15;0,0;24,2;16,0
0,4;2,6;0,75;0;12;13;0,0;13,4;13,8
6,5;2,4;0,73;0;5;12;0,0;5,8;12,8
14;2,3;0,71;45,5;3;12;52,2;7,5;12,8
13,5;2,6;0,8;24,7;3;11;31,3;3,6;11,7
14,6;2,7;0,72;3,8;4;11;4,7;3,8;11,7
15,7;2,5;1,11;0,6;3;10;3,2;3,5;10,6
15,2;3,2;0,74;2,6;7;11;4,7;7,2;11,7
15,5;4,2;0,71;0,6;20;11;5,9;21,5;11,7
14,8;4,7;0,71;19,5;23;15;24,6;25,0;16,0
15,1;5,1;0,75;24,2;18;13;30,7;20,9;13,8
5,4;5;0,76;2,4;19;14;7,2;25,8;14,9
0,9;5;0,73;1,8;19;14;2,2;26,5;14,9
1,1;3,5;0,74;6,1;19;12;10,4;26,0;12,8
1,1;3,4;0,7;24,8;22;12;31,4;28,9;12,8
1;3,3;0,77;24,7;16;10;31,2;23,0;10,6
1,1;3,4;0,72;24,8;16;9;31,5;23,5;9,6
1;3,3;0,77;24,6;17;9;31,1;23,9;9,6
8,2;3,4;1,12;24,9;24;17;31,6;31,9;18,1
16,1;3,4;0,72;20,6;16;22;27,1;23,2;23,4
16,4;4,5;0,72;20,6;18;22;27,1;25,0;23,4
8,6;12,7;0,75;77,6;28;21;85,9;35,2;22,3
12,1;32,5;4,87;54,8;53;23;62,3;61,3;24,5
11,5;27,7;5,74;32,1;50;23;38,9;58,6;24,5
12,7;27,9;7,8;20,7;45;24;27,2;52,8;25,5
9,4;24;13,11;24,8;41;22;31,3;48,3;23,4
13,3;32,4;7,36;54,9;51;22;62,5;59,5;23,4
13,3;24,4;6,46;20,7;43;22;27,2;50,7;23,4
11,5;19,7;6,83;24,7;41;22;31,2;42,9;23,4
13,8;22,1;5,45;32,1;38;22;38,9;39,8;23,4
14,3;13,4;4,64;9,4;28;21;15,5;32,5;22,3
14,7;10,5;5,7;24,7;25;22;31,3;32,5;23,4
14,8;10,2;5,87;32,1;26;18;38,9;33,7;19,1
14,6;9,6;3,55;9,4;28;10;15,6;35,0;10,6
14;8,5;1,32;24,8;22;7;31,3;23,5;7,4
14,4;6,8;1,27;9,4;20;7;15,6;21,4;7,4
8,8;5,5;1,19;20,7;20;8;27,3;21,4;8,5
1,7;3,2;1,27;24,5;18;8;31,0;19,6;8,5
0,9;3;1,28;24,8;21;8;31,4;22,8;8,5
0,9;3,1;1,24;24,6;16;7;31,2;16,8;7,4
0,9;3;1,24;5;16;7;9,4;17,1;7,4
0,9;3,1;1,24;17;16;8;21,6;17,7;8,5
5,5;3,2;1,48;24,7;15;8;31,3;22,3;8,5
15,5;3,2;1,37;24,9;18;14;31,6;25,2;14,9
4,9;4,2;1,21;24,8;22;22;31,4;29,9;23,4
4,1;11,5;1,3;43,3;25;23;50,6;32,3;24,5
11,5;30,6;6,11;32;48;21;38,8;56,2;22,3
8,9;27,2;6,86;20,7;45;22;27,2;52,8;23,4
12,6;21,3;8,29;66,1;39;21;74,0;47,2;22,3
14,5;18,5;13,61;20,8;39;21;27,3;47,0;22,3
13,9;22;9,28;24,7;38;21;31,3;45,4;22,3
14,3;19,3;8,49;24,7;35;19;31,3;42,3;20,2
14,7;16,9;7,97;24,7;33;21;31,2;40,3;22,3
14,3;19,5;5,45;24,8;37;17;31,4;39,6;18,1
13;9,9;4,4;24,7;29;19;31,2;30,6;20,2
14,3;9,1;6,51;9,3;22;18;15,5;23,5;19,1
14,5;9,9;5,9;24,8;24;16;31,3;25,0;17,0
14;8,8;5,4;20,8;23;5;27,3;24,5;5,3
6,1;7,8;3,5;32,1;23;8;38,9;24,8;8,5
1,1;7,3;3,38;24,5;26;8;31,0;27,4;8,5
1,6;6,3;1,71;24,8;21;9;31,3;22,0;9,6
1,6;3,1;1,68;9,2;17;8;15,4;23,0;8,5
0,9;2,9;1,66;24,7;18;8;31,3;25,2;8,5
0,9;2,9;1,7;24,7;21;9;31,3;28,4;9,6
0,8;2,9;1,67;5,5;15;9;9,8;22,4;9,6
0,9;3;1,75;15,5;15;9;19,5;22,2;9,6
7,4;3,2;1,67;23,3;16;10;29,6;23,2;10,6
15,3;3,2;1,71;24,9;17;17;31,6;24,2;18,1
15,7;4,2;1,68;25;17;21;31,6;24,0;22,3
8;11,6;1,74;54,6;25;21;62,2;32,6;22,3
8,8;31,6;6,04;9,1;49;21;15,3;57,1;22,3
10,5;25,7;9,6;20,5;45;21;27,0;52,9;22,3
12,3;28,7;7,45;20,6;52;20;27,1;59,9;21,3
14;24,5;12,38;32;41;20;38,9;48,6;21,3
13,6;28,3;8,54;9,2;45;20;15,3;52,9;21,3
13,7;22,4;8,8;9,3;38;19;15,6;45,7;20,2
12,5;19,7;6,78;24,9;36;21;31,6;37,9;22,3
12,2;19,2;5,21;9,3;34;21;15,5;36,1;22,3
3,5;12,2;4,62;9,3;27;20;15,5;28,7;21,3
7;9;6,48;9,3;25;19;15,5;26,5;20,2
14,4;9,7;3,64;9,3;23;18;15,5;24,5;19,1
13,7;8,8;2,5;54,9;27;7;62,5;29,3;7,4
13,1;9,7;1,01;9,4;23;8;15,6;24,7;8,5
12,6;8,8;1,02;9,3;22;8;15,5;23,8;8,5
10,6;7;1,03;24,6;20;8;31,2;21,1;8,5
1,7;3,1;1,02;24,7;17;8;31,2;18,0;8,5
0,9;3,1;1,08;24,3;15;8;30,9;16,6;8,5
0,8;3,1;1,35;24,7;15;9;31,3;16,5;9,6
0,9;3;1,24;4,7;18;8;9,2;19,5;8,5
0,9;3,1;0,85;12,7;21;9;16,1;23,0;9,6
6,4;3,2;0,99;24,8;16;8;31,4;22,8;8,5
14,5;3;1,01;24,7;16;16;31,2;22,8;17,0
17,1;4,1;1,05;25,4;18;21;32,1;25,4;22,3
6,6;10,2;1,11;66,4;26;20;74,3;33,9;21,3
13,2;29,5;6,44;65,6;52;21;73,6;60,8;22,3
14,3;27,9;5,57;32;45;21;38,8;52,8;22,3
14,6;26,4;7,25;20,8;43;20;27,3;51,3;21,3
9,2;23,3;12,61;24,8;40;19;31,3;43,7;20,2
7,3;25,8;8,22;24,8;45;18;31,4;47,3;19,1
6,8;17,9;8,15;9,2;39;18;15,4;42,5;19,1
3,3;13,3;7,14;24,9;27;15;31,6;32,7;16,0
2;10,8;4,39;24,9;25;15;31,4;32,3;16,0
2,1;10,6;4,3;9,2;25;16;15,4;32,9;17,0
7,6;10,9;3,98;19,2;27;16;26,2;29,0;17,0
14,4;13,1;4,51;78,2;33;12;87,2;34,8;12,8
14,2;13,6;5,39;21,2;28;4;28,4;29,5;4,3
14,7;10,2;1,03;21,3;24;5;28,4;25,6;5,3
14,5;8,8;0,78;37,9;23;5;45,7;25,0;5,3
5,9;7,5;1,13;44;23;5;51,8;24,8;5,3
1,8;3,2;0,71;44,1;21;5;52,0;23,1;5,3
0,8;3,1;0,74;35,9;16;5;43,4;16,9;5,3
0,9;3,1;0,7;13,5;16;5;16,7;17,5;5,3
0,8;3;0,74;8,8;17;5;10,5;18,1;5,3
0,8;3,3;0,72;24,9;19;5;29,7;20,2;5,3
3,3;3,4;0,73;37,8;22;4;45,5;28,9;4,3
14;3,2;0,77;37,3;16;13;45,0;23,1;13,8
5,9;4,4;0,79;37;18;21;44,7;25,2;22,3
4,3;10,3;0,74;33,9;25;16;41,7;32,6;17,0
13,9;30,4;5,34;46,1;51;14;54,0;59,0;14,9
15,4;26,4;7,09;45,4;49;14;53,4;57,1;14,9
13,9;28;8,63;38,7;45;10;46,1;53,1;10,6
10,5;22,9;16,37;11,1;39;10;17,4;47,1;10,6
9,3;27,2;9,49;13,5;45;19;19,8;53,2;20,2
13;20;10,42;13,7;38;10;19,8;46,0;10,6
14,2;13,8;7,89;13,7;34;10;19,9;39,4;10,6
6,5;14,1;5,34;13,5;28;10;19,8;30,0;10,6
9;10,4;6,2;13,7;24;11;19,9;27,5;11,7
8,9;7,7;9,04;20,6;22;11;27,5;23,7;11,7
2,8;8,2;4,77;25,7;24;9;32,9;25,7;9,6
2,2;8;5,53;26,5;27;3;34,0;28,8;3,2
14,8;7,8;1,55;25,8;21;2;33,1;22,4;2,1
14,4;6,3;0,83;25,5;21;3;32,8;22,0;3,2
2,8;5,2;1,32;25,5;20;3;32,9;21,3;3,2
1,5;3,4;0,88;20,8;16;3;26,6;17,2;3,2
0,5;3,2;0,87;1,8;19;4;1,9;20,0;4,3
0,7;3,1;1,06;8,6;16;3;9,2;22,2;3,2
0,9;3,2;0,71;25,5;21;4;32,9;28,7;4,3
0,9;3,2;0,87;24,5;16;4;31,8;23,1;4,3
1;3,2;0,92;30,3;15;3;36,9;22,4;3,2
1,1;3,2;0,85;25,3;16;4;32,7;23,4;4,3
1;4;0,89;26,8;17;3;34,2;24,0;3,2
1;5,5;0,87;25,7;20;4;33,0;27,3;4,3
1;5,7;0,91;26,8;22;4;34,2;24,8;4,3
0,9;3,8;4,48;26,7;17;4;34,1;17,8;4,3
0,9;3,1;9,73;26,7;16;4;34,1;16,7;4,3
0,8;3;6,52;26,8;21;3;34,2;24,1;3,2
0,6;2,4;4,98;25,5;15;2;32,9;22,0;2,1
0,6;2,5;3,82;26,5;15;3;34,0;21,8;3,2
0,6;2,5;0,72;26,5;15;4;34,0;22,3;4,3
0,6;2,4;1,42;25,7;21;4;33,0;28,3;4,3
0,6;2,5;2,52;25,5;9;4;32,9;15,1;4,3
0,6;2,8;1,46;26,7;16;4;34,1;22,8;4,3
0,8;4,2;0,71;25,5;16;5;32,9;22,9;5,3
1;4,8;0,76;26,7;20;4;34,1;26,8;4,3
1;4,8;0,71;25,5;18;4;32,9;24,9;4,3
1;5;0,73;25,4;18;4,49;32,8;25,1;4,8
1;4,9;0,88;25,4;23;5,51;32,8;30,9;5,9
0,6;3,3;0,59;6,3;16;4;10,5;22,9;4,3
0,5;3,2;0,69;0,5;16;3;0,5;22,6;3,2
0,5;3,3;0,76;0,1;16;5;0,1;22,5;5,3
0,5;3,3;0,88;0;16;5;0,0;23,3;5,3
0,5;3,2;0,74;0;16;5;0,0;22,6;5,3
0,7;3,4;0,92;0;14;5;0,0;21,2;5,3
0,7;3,4;0,78;0;16;6;0,0;23,0;6,4
0,7;4,1;0,69;0;17;5;0,0;24,3;5,3
1,1;5,3;0,77;22,6;20;5;26,4;26,9;5,3
1,1;5,2;0,71;26;21;5;33,3;28,3;5,3
1,1;4,3;0,78;25,4;23;5;32,8;30,1;5,3
1;3,4;0,71;26,1;16;5;33,5;19,5;5,3
11,7;3,2;0,73;26,2;16;5;33,5;17,4;5,3
13,9;3,3;0,85;26,1;17;4;33,5;18,1;4,3
13,8;3,4;0,58;26,1;18;4;33,4;19,8;4,3
5,2;3,3;0,71;26,1;21;4;33,5;22,9;4,3
1,3;3,4;0,74;26,1;16;3;33,5;17,0;3,2
1,4;3,3;0,82;26;16;3;33,3;17,2;3,2
1,4;3,3;0,97;26,1;17;3;33,5;18,1;3,2
1,5;4,8;0,74;26;20;4;33,4;21,6;4,3
1,6;5;0,71;26,1;23;4;33,5;25,0;4,3
1,5;4,9;0,74;26,1;18;4;33,5;19,2;4,3
1,4;5;0,71;26;18;4;33,4;25,5;4,3
1,4;5;0,74;25;18;4;32,3;24,7;4,3
0,8;3,5;0,67;24,9;17;5;32,2;24,5;5,3
0,9;3,5;0,75;24,9;18;5;32,2;25,5;5,3
0,8;3,3;0,7;23,7;21;5;31,0;28,3;5,3
0,9;3,4;0,78;22,6;16;5;29,6;22,4;5,3
0,9;3,5;0,72;19,9;16;6;24,3;22,7;6,4
6,3;3,4;0,75;26;17;13;32,5;23,5;13,8
12,4;3,5;0,83;26;18;19;33,4;25,3;20,2
14,1;4,5;0,95;26,1;22;17;33,5;29,9;18,1
4,5;12,2;0,88;26;26;14;33,4;32,8;14,9
1,2;31,1;6,66;26,1;48;16;33,5;56,4;17,0
1,2;25,9;6,62;45,6;43;17;53,7;51,0;18,1
2,4;22,4;11,5;56,9;40;19;65,3;48,3;20,2
1,8;18,9;13,37;33,3;39;16;40,8;46,8;17,0
0,8;20,5;9,56;22,9;35;14;30,2;43,0;14,9
0,7;17,3;9,74;22,9;33;15;30,1;41,0;16,0
7,5;14,3;8,33;22,8;31;13;30,2;38,2;13,8
12,6;17;8,87;78,8;37;16;87,8;44,6;17,0
13,9;10,7;4,81;21,9;24;17;29,0;27,7;18,1
14,3;7,8;6,08;21,8;21;15;29,0;22,2;16,0
14,6;9,2;6,33;33,3;23;12;40,7;24,6;12,8
15;8,9;4,23;34,3;24;4;41,9;25,8;4,3
14,9;9,6;1,53;21,8;28;3;29,0;29,6;3,2
15;7,7;0,77;21,9;20;4;29,1;21,6;4,3
8,6;6,1;0,74;33,2;20;3;40,7;20,8;3,2
1,7;3,3;0,77;22;17;2;29,1;21,9;2,1
0,9;3,1;0,7;21,8;18;4;29,0;24,8;4,3
0,8;3,1;0,77;22;21;2;29,3;28,0;2,1
0,8;3,2;0,74;18,8;16;3;23,8;22,8;3,2
0,9;3,2;0,78;22;19;4;25,8;26,4;4,3
1,5;3,3;0,76;21,8;21;7;29,1;28,5;7,4
5,4;3,2;1,12;22,8;16;15;30,0;22,9;16,0
14,9;4,3;0,72;34,2;18;23;41,8;25,0;24,5
4,6;10,4;0,81;102,3;26;20;112,1;33,3;21,3
11,7;21,4;4,36;44,5;42;21;52,5;50,0;22,3
9;17,7;9,11;90,9;32;22;100,3;39,6;23,4
1,3;18,9;9,11;67,4;34;19;76,0;41,5;20,2
1,3;16,3;9,11;22,9;32;15;30,2;39,2;16,0
1,3;17,1;9,11;21,9;34;19;29,1;41,6;20,2
1,1;12,5;9,11;21,8;31;17;29,0;39,0;18,1
0,9;10,4;8,24;22,9;24;13;30,2;31,2;13,8
0,9;10,9;4,71;19,4;25;12;26,2;32,5;12,8
0,9;10,4;4,71;1,9;26;16;2,2;27,7;17,0
4,5;9,6;4,32;56,8;28;15;58,5;29,7;16,0
9,8;9,7;2,66;45,5;23;12;46,9;24,0;12,8
1;10,1;1,15;0;23;2;0,0;29,1;2,1
1,1;9;1,03;57,9;23;7;59,7;24,4;7,4
1;7,9;0,91;68,3;23;7;70,4;24,5;7,4
1,8;6,2;0,91;0;18;7;0,0;18,7;7,4
1,6;3,4;0,91;34,1;8;7;35,2;11,6;7,4
0,8;3,2;0,95;1;18;9;1,1;19,7;9,6
0,8;3,2;1,03;0;21;8;0,0;22,2;8,5
0,8;3,3;1,03;0;16;9;0,0;16,7;9,6
5,1;3,3;1,03;0,4;13;9;0,5;13,5;9,6
6,3;3,4;1,03;110,9;9;9;114,4;15,0;9,6
12;3,3;0,91;48,9;15;15;50,5;21,8;16,0
15,6;4,2;0,91;35,1;21;22;36,3;28,3;23,4
8,5;11,3;0,91;63,3;30;19;69,8;37,7;20,2
8,4;28,9;0,91;55,8;48;20;64,0;55,6;21,3
10,2;23;0,91;68,4;47;19;77,1;55,1;20,2
1,3;24,2;0,91;45,8;41;22;53,8;48,5;23,4
2,3;18,7;1,04;34,3;43;19;41,9;51,4;20,2
2,5;19,2;0,9;22,9;34;19;30,2;41,6;20,2
1,9;16,9;0,95;22;33;19;29,1;40,5;20,2
0,6;11,5;0,95;22,9;33;19;30,2;40,9;20,2
0,5;8,9;0,95;21,9;22;19;29,1;29,0;20,2
0,6;7,9;0,95;22,9;22;19;30,1;29,5;20,2
6,4;8,9;1,02;22,9;30;16;30,2;32,2;17,0
14,4;10,1;0,89;45,5;24;12;53,4;25,3;12,8
14,3;9,8;0,87;65,2;32;2;73,8;34,7;2,1
14,5;9,9;0,87;44,5;23;7;52,5;24,5;7,4
14,6;9;0,87;33;24;8;40,5;25,2;8,5
12,4;7,3;0,87;21,9;28;9;29,1;30,1;9,6
1,9;3,1;1,13;78,7;15;9;87,6;16,4;9,6
0,9;3,2;1,03;33;17;9;40,6;18,5;9,6
